"gear_links_name","gear_links_url","gear_links_card_name","gear_links_card_text","gear_links_keywords","gear_links_crafting_reqs_name","gear_links_crafting_reqs_url","gear_links_categories_name","gear_links_categories_url","gear_links_special_rules","gear_links_speed","gear_links_accuracy","gear_links_strength"
"","","","","","","","Gear with Left Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Blue_Affinities","","","",""
"","","","","","","","Gear with Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Green_Affinities","","","",""
"","","","","","","","Gear with Down Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Green_Affinities","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Rawhide Boots","https://kingdomdeath.fandom.com/wiki/Rawhide_Boots","Rawhide Boots","When you depart, gain +1 survival.","armor, set, rawhide","Hide","https://kingdomdeath.fandom.com/wiki/Hide","","","1","","",""
"Rawhide Boots","https://kingdomdeath.fandom.com/wiki/Rawhide_Boots","Rawhide Boots","When you depart, gain +1 survival.","armor, set, rawhide","Rawhide Armor","https://kingdomdeath.fandom.com/wiki/Rawhide_Armor","","","1","","",""
"","","","","","","","Leg Armor","https://kingdomdeath.fandom.com/wiki/Category:Leg_Armor","","","",""
"","","","","","","","Rawhide Gear","https://kingdomdeath.fandom.com/wiki/Category:Rawhide_Gear","","","",""
"","","","","","","","When you depart","https://kingdomdeath.fandom.com/wiki/Category:When_you_depart","","","",""
"","","","","","","","Skinnery Gear","https://kingdomdeath.fandom.com/wiki/Category:Skinnery_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Rawhide Drum","https://kingdomdeath.fandom.com/wiki/Rawhide_Drum","Rawhide Drum","On Arrival, all survivors gain +1 insanity.","item, rawhide, instrument, noisy","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","","","",""
"Rawhide Drum","https://kingdomdeath.fandom.com/wiki/Rawhide_Drum","Rawhide Drum","On Arrival, all survivors gain +1 insanity.","item, rawhide, instrument, noisy","Hide","https://kingdomdeath.fandom.com/wiki/Hide","","","","","",""
"","","","","","","","Instruments","https://kingdomdeath.fandom.com/wiki/Category:Instruments","","","",""
"","","","","","","","Noisy Gear","https://kingdomdeath.fandom.com/wiki/Category:Noisy_Gear","","","",""
"","","","","","","","Rawhide Gear","https://kingdomdeath.fandom.com/wiki/Category:Rawhide_Gear","","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Gear with Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Green_Affinities","","","",""
"","","","","","","","Gear with Left Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Green_Affinities","","","",""
"","","","","","","","When you encourage","https://kingdomdeath.fandom.com/wiki/Category:When_you_encourage","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Skinnery Gear","https://kingdomdeath.fandom.com/wiki/Category:Skinnery_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Rawhide Gloves","https://kingdomdeath.fandom.com/wiki/Rawhide_Gloves","Rawhide Gloves","When you depart, gain +1 survival.","armor, set, rawhide","Hide","https://kingdomdeath.fandom.com/wiki/Hide","","","1","","",""
"Rawhide Gloves","https://kingdomdeath.fandom.com/wiki/Rawhide_Gloves","Rawhide Gloves","When you depart, gain +1 survival.","armor, set, rawhide","Rawhide Armor","https://kingdomdeath.fandom.com/wiki/Rawhide_Armor","","","1","","",""
"","","","","","","","Gear with Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Red_Affinities","","","",""
"","","","","","","","Gear with Left Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Red_Affinities","","","",""
"","","","","","","","Rawhide Gear","https://kingdomdeath.fandom.com/wiki/Category:Rawhide_Gear","","","",""
"","","","","","","","Arm Armor","https://kingdomdeath.fandom.com/wiki/Category:Arm_Armor","","","",""
"","","","","","","","When you depart","https://kingdomdeath.fandom.com/wiki/Category:When_you_depart","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Armor","https://kingdomdeath.fandom.com/wiki/Category:Armor","","","",""
"","","","","","","","Skinnery Gear","https://kingdomdeath.fandom.com/wiki/Category:Skinnery_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Rawhide Headband","https://kingdomdeath.fandom.com/wiki/Rawhide_Headband","Rawhide Headband","Affinity Bonus: : Reveal the top 2 . Place them back on top of the deck in any order.","armor, set, rawhide","Hide","https://kingdomdeath.fandom.com/wiki/Hide","","","Affinity Bonus","","",""
"Rawhide Headband","https://kingdomdeath.fandom.com/wiki/Rawhide_Headband","Rawhide Headband","Affinity Bonus: : Reveal the top 2 . Place them back on top of the deck in any order.","armor, set, rawhide","Rawhide Armor","https://kingdomdeath.fandom.com/wiki/Rawhide_Armor","","","Affinity Bonus","","",""
"","","","","","","","Gear with Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Blue_Affinities","","","",""
"","","","","","","","Gear with Down Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Blue_Affinities","","","",""
"","","","","","","","Head Armor","https://kingdomdeath.fandom.com/wiki/Category:Head_Armor","","","",""
"","","","","","","","Rawhide Gear","https://kingdomdeath.fandom.com/wiki/Category:Rawhide_Gear","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Skinnery Gear","https://kingdomdeath.fandom.com/wiki/Category:Skinnery_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Rawhide Pants","https://kingdomdeath.fandom.com/wiki/Rawhide_Pants","Rawhide Pants","The Rawhide Pants may be crafted once the Skinnery settlement location has been built.","armor, set, rawhide","Hide","https://kingdomdeath.fandom.com/wiki/Hide","","","1","","",""
"Rawhide Pants","https://kingdomdeath.fandom.com/wiki/Rawhide_Pants","Rawhide Pants","The Rawhide Pants may be crafted once the Skinnery settlement location has been built.","armor, set, rawhide","Rawhide Armor","https://kingdomdeath.fandom.com/wiki/Rawhide_Armor","","","1","","",""
"","","","","","","","Waist Armor","https://kingdomdeath.fandom.com/wiki/Category:Waist_Armor","","","",""
"","","","","","","","Rawhide Gear","https://kingdomdeath.fandom.com/wiki/Category:Rawhide_Gear","","","",""
"","","","","","","","Skinnery Gear","https://kingdomdeath.fandom.com/wiki/Category:Skinnery_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Rawhide Vest","https://kingdomdeath.fandom.com/wiki/Rawhide_Vest","Rawhide Vest","Affinity Bonus: +1 evasion","armor, rawhide, set","Hide","https://kingdomdeath.fandom.com/wiki/Hide","","","Affinity Bonus","","",""
"Rawhide Vest","https://kingdomdeath.fandom.com/wiki/Rawhide_Vest","Rawhide Vest","Affinity Bonus: +1 evasion","armor, rawhide, set","Rawhide Armor","https://kingdomdeath.fandom.com/wiki/Rawhide_Armor","","","Affinity Bonus","","",""
"Rawhide Vest","https://kingdomdeath.fandom.com/wiki/Rawhide_Vest","Rawhide Vest","Affinity Bonus: +1 evasion","armor, rawhide, set","Dancer Armor","https://kingdomdeath.fandom.com/wiki/Dancer_Armor","","","Affinity Bonus","","",""
"","","","","","","","Body Armor","https://kingdomdeath.fandom.com/wiki/Category:Body_Armor","","","",""
"","","","","","","","Gear with Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Red_Affinities","","","",""
"","","","","","","","Gear with Right Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Red_Affinities","","","",""
"","","","","","","","Gear with Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Blue_Affinities","","","",""
"","","","","","","","Gear with Up Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Blue_Affinities","","","",""
"","","","","","","","Rawhide Gear","https://kingdomdeath.fandom.com/wiki/Category:Rawhide_Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Armor","https://kingdomdeath.fandom.com/wiki/Category:Armor","","","",""
"","","","","","","","Gear with Evasion Bonus","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Evasion_Bonus","","","",""
"","","","","","","","Skinnery Gear","https://kingdomdeath.fandom.com/wiki/Category:Skinnery_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Rawhide Whip","https://kingdomdeath.fandom.com/wiki/Rawhide_Whip","Rawhide Whip","Rawhide Whip is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, whip, rawhide","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","Provoke","3","7+","1"
"Rawhide Whip","https://kingdomdeath.fandom.com/wiki/Rawhide_Whip","Rawhide Whip","Rawhide Whip is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, whip, rawhide","Hide","https://kingdomdeath.fandom.com/wiki/Hide","","","Provoke","3","7+","1"
"","","","","","","","Whips","https://kingdomdeath.fandom.com/wiki/Category:Whips","","","",""
"","","","","","","","Weapons with Provoke","https://kingdomdeath.fandom.com/wiki/Category:Weapons_with_Provoke","","","",""
"","","","","","","","Rawhide Gear","https://kingdomdeath.fandom.com/wiki/Category:Rawhide_Gear","","","",""
"","","","","","","","Melee Weapons","https://kingdomdeath.fandom.com/wiki/Category:Melee_Weapons","","","",""
"","","","","","","","Skinnery Gear","https://kingdomdeath.fandom.com/wiki/Category:Skinnery_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Cloth","https://kingdomdeath.fandom.com/wiki/Cloth","Cloth","","","Cloth (Gear)","https://kingdomdeath.fandom.com/wiki/Cloth_(Gear)","","","","B","Disambiguation page for Cloth
The following is a list of links to pages that might share the same title.
Please follow one of the disambiguation links below or search to find the page you were looking for if it is not listed. If an internal link led you here, you may wish to change the link to point directly to the intended article.",""
"Cloth","https://kingdomdeath.fandom.com/wiki/Cloth","Cloth","","","Cloth (Gear Keyword)","https://kingdomdeath.fandom.com/wiki/Cloth_(Gear_Keyword)","","","","B","Disambiguation page for Cloth
The following is a list of links to pages that might share the same title.
Please follow one of the disambiguation links below or search to find the page you were looking for if it is not listed. If an internal link led you here, you may wish to change the link to point directly to the intended article.",""
"","","","","","","","Disambiguations","https://kingdomdeath.fandom.com/wiki/Category:Disambiguations","","","",""
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","","https://kingdomdeath.fandom.com/wiki/Story_Event","","","","2","7+","1"
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","First Story","","","","","2","7+","1"
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","","https://kingdomdeath.fandom.com/wiki/Settlement_Event","","","","2","7+","1"
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","Acid Storm","https://kingdomdeath.fandom.com/wiki/Acid_Storm","","","","2","7+","1"
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","","https://kingdomdeath.fandom.com/wiki/Settlement_Event","","","","2","7+","1"
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","Cracks in the Ground","https://kingdomdeath.fandom.com/wiki/Cracks_in_the_Ground","","","","2","7+","1"
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","","https://kingdomdeath.fandom.com/wiki/Settlement_Event","","","","2","7+","1"
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","Dark Trader","https://kingdomdeath.fandom.com/wiki/Dark_Trader","","","","2","7+","1"
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","","https://kingdomdeath.fandom.com/wiki/Settlement_Event","","","","2","7+","1"
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","Stranger in the Dark","https://kingdomdeath.fandom.com/wiki/Stranger_in_the_Dark","","","","2","7+","1"
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","","https://kingdomdeath.fandom.com/wiki/Story_Event","","","","2","7+","1"
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","Principle: Death","https://kingdomdeath.fandom.com/wiki/Principle:_Death","","","","2","7+","1"
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Weapons","https://kingdomdeath.fandom.com/wiki/Category:Weapons","","","",""
"","","","","","","","Melee Weapons","https://kingdomdeath.fandom.com/wiki/Category:Melee_Weapons","","","",""
"","","","","","","","Stone Gear","https://kingdomdeath.fandom.com/wiki/Category:Stone_Gear","","","",""
"","","","","","","","Starting Gear","https://kingdomdeath.fandom.com/wiki/Category:Starting_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Beast Knuckle","https://kingdomdeath.fandom.com/wiki/Beast_Knuckle","Beast Knuckle","Paired
When you wound with this weapon, monster gains -1 toughness until the end of the attack1.","weapon, melee, katar, bone","Large Flat Tooth","https://kingdomdeath.fandom.com/wiki/Large_Flat_Tooth","","","Paired","2","6+","4"
"Beast Knuckle","https://kingdomdeath.fandom.com/wiki/Beast_Knuckle","Beast Knuckle","Paired
When you wound with this weapon, monster gains -1 toughness until the end of the attack1.","weapon, melee, katar, bone","Pelt","https://kingdomdeath.fandom.com/wiki/Pelt","","","Paired","2","6+","4"
"Beast Knuckle","https://kingdomdeath.fandom.com/wiki/Beast_Knuckle","Beast Knuckle","Paired
When you wound with this weapon, monster gains -1 toughness until the end of the attack1.","weapon, melee, katar, bone","1","http://www.kingdomdeath.com/wp/faq/","","","Paired","2","6+","4"
"","","","","","","","Melee Weapons","https://kingdomdeath.fandom.com/wiki/Category:Melee_Weapons","","","",""
"","","","","","","","Katars","https://kingdomdeath.fandom.com/wiki/Category:Katars","","","",""
"","","","","","","","Bone Gear","https://kingdomdeath.fandom.com/wiki/Category:Bone_Gear","","","",""
"","","","","","","","Paired Weapons","https://kingdomdeath.fandom.com/wiki/Category:Paired_Weapons","","","",""
"","","","","","","","Uses for Large Flat Tooth","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Large_Flat_Tooth","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Stone Circle Gear","https://kingdomdeath.fandom.com/wiki/Category:Stone_Circle_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Blood Paint","https://kingdomdeath.fandom.com/wiki/Blood_Paint","Blood Paint","Blood Paint is a gear card found in the Kingdom Death: Monster Core Game.","item, soluble","Bladder","https://kingdomdeath.fandom.com/wiki/Bladder","","","","","",""
"Blood Paint","https://kingdomdeath.fandom.com/wiki/Blood_Paint","Blood Paint","Blood Paint is a gear card found in the Kingdom Death: Monster Core Game.","item, soluble","Organ","https://kingdomdeath.fandom.com/wiki/Organ","","","","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Soluble Gear","https://kingdomdeath.fandom.com/wiki/Category:Soluble_Gear","","","",""
"","","","","","","","Uses for Bladder","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Bladder","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Stone Circle Gear","https://kingdomdeath.fandom.com/wiki/Category:Stone_Circle_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Blue Charm","https://kingdomdeath.fandom.com/wiki/Blue_Charm","Blue Charm","+1
Affinity Bonus: Unshakeable: When you draw a Trap, roll 1d10. On a 6+, discard the Trap and reshuffle the deck.","item, jewelry, fragile","Organ","https://kingdomdeath.fandom.com/wiki/Organ","","","Affinity Bonus","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Jewelry","https://kingdomdeath.fandom.com/wiki/Category:Jewelry","","","",""
"","","","","","","","Fragile Gear","https://kingdomdeath.fandom.com/wiki/Category:Fragile_Gear","","","",""
"","","","","","","","Gear with Permanent Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Permanent_Affinities","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Stone Circle Gear","https://kingdomdeath.fandom.com/wiki/Category:Stone_Circle_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Bone Earrings","https://kingdomdeath.fandom.com/wiki/Bone_Earrings","Bone Earrings","At the start of the showdown, gain +2 speed and +2 strength tokens if insane and all gear in your gear grid has the bone keyword.","item, jewelry, bone","Shank Bone","https://kingdomdeath.fandom.com/wiki/Shank_Bone","","","","","",""
"Bone Earrings","https://kingdomdeath.fandom.com/wiki/Bone_Earrings","Bone Earrings","At the start of the showdown, gain +2 speed and +2 strength tokens if insane and all gear in your gear grid has the bone keyword.","item, jewelry, bone","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Jewelry","https://kingdomdeath.fandom.com/wiki/Category:Jewelry","","","",""
"","","","","","","","Bone Gear","https://kingdomdeath.fandom.com/wiki/Category:Bone_Gear","","","",""
"","","","","","","","On Arrival","https://kingdomdeath.fandom.com/wiki/Category:On_Arrival","","","",""
"","","","","","","","Uses for Shank Bone","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Shank_Bone","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Stone Circle Gear","https://kingdomdeath.fandom.com/wiki/Category:Stone_Circle_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Boss Mehndi","https://kingdomdeath.fandom.com/wiki/Boss_Mehndi","Boss Mehndi","Boss Mehndi is a gear card found in the Kingdom Death: Monster Core Game.","item, soluble","Golden Whiskers","https://kingdomdeath.fandom.com/wiki/Golden_Whiskers","","","","","",""
"Boss Mehndi","https://kingdomdeath.fandom.com/wiki/Boss_Mehndi","Boss Mehndi","Boss Mehndi is a gear card found in the Kingdom Death: Monster Core Game.","item, soluble","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","","","",""
"Boss Mehndi","https://kingdomdeath.fandom.com/wiki/Boss_Mehndi","Boss Mehndi","Boss Mehndi is a gear card found in the Kingdom Death: Monster Core Game.","item, soluble","symbol","https://kingdomdeath.fandom.com/wiki/Symbol","","","","","",""
"Boss Mehndi","https://kingdomdeath.fandom.com/wiki/Boss_Mehndi","Boss Mehndi","Boss Mehndi is a gear card found in the Kingdom Death: Monster Core Game.","item, soluble","keyword","https://kingdomdeath.fandom.com/wiki/Gear_Keyword","","","","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Soluble Gear","https://kingdomdeath.fandom.com/wiki/Category:Soluble_Gear","","","",""
"","","","","","","","Uses for Golden Whiskers","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Golden_Whiskers","","","",""
"","","","","","","","Stone Circle Gear","https://kingdomdeath.fandom.com/wiki/Category:Stone_Circle_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Green Charm","https://kingdomdeath.fandom.com/wiki/Green_Charm","Green Charm","+1
Affinity Bonus: Undeathable: If you would die, roll 1d10. On a 6+, you inexplicably survive.","item, jewelry, fragile","Organ","https://kingdomdeath.fandom.com/wiki/Organ","","","Affinity Bonus","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Jewelry","https://kingdomdeath.fandom.com/wiki/Category:Jewelry","","","",""
"","","","","","","","Fragile Gear","https://kingdomdeath.fandom.com/wiki/Category:Fragile_Gear","","","",""
"","","","","","","","Gear with Permanent Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Permanent_Affinities","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Stone Circle Gear","https://kingdomdeath.fandom.com/wiki/Category:Stone_Circle_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Lance of Longinus","https://kingdomdeath.fandom.com/wiki/Lance_of_Longinus","Lance of Longinus","Lance of Longinus is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, spear, two-handed, bone","Legendary Horns","https://kingdomdeath.fandom.com/wiki/Legendary_Horns","","","Irreplaceable, Reach 2","2","6+","9"
"Lance of Longinus","https://kingdomdeath.fandom.com/wiki/Lance_of_Longinus","Lance of Longinus","Lance of Longinus is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, spear, two-handed, bone","Organ","https://kingdomdeath.fandom.com/wiki/Organ","","","Irreplaceable, Reach 2","2","6+","9"
"","","","","","","","Melee Weapons","https://kingdomdeath.fandom.com/wiki/Category:Melee_Weapons","","","",""
"","","","","","","","Spears","https://kingdomdeath.fandom.com/wiki/Category:Spears","","","",""
"","","","","","","","Two-Handed Weapons","https://kingdomdeath.fandom.com/wiki/Category:Two-Handed_Weapons","","","",""
