"gear_links_name","gear_links_url","gear_links_card_name","gear_links_card_text","gear_links_keywords","gear_links_craft_blurb","gear_links_crafting_reqs_name","gear_links_categories_name","gear_links_special_rules","gear_links_armor_points_name","gear_links_speed","gear_links_accuracy","gear_links_strength","gear_links_required_for_name"
"Regal Helm","https://kingdomdeath.fandom.com/wiki/Regal_Helm","Regal Helm","Regal Helm is a rare gear card found in the Kingdom Death: Monster Core Game.","armor, bone, metal","Cursed
At the Aftermath, King's Curse.","","","Cursed","Cursed","","","",""
"","","","","","","King's Curse","","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Rare Gear","","","","","",""
"","","","","","","","Bone Gear","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Cursed Gear","","","","","",""
"","","","","","","","Head Armor","","","","","",""
"Regal Plackart","https://kingdomdeath.fandom.com/wiki/Regal_Plackart","Regal Plackart","Regal Plackart is a rare gear card found in the Kingdom Death: Monster Core Game.","armor, bone, metal","Cursed
At the Aftermath, King's Curse.","","","Cursed","Armor Points","","","",""
"Regal Plackart","https://kingdomdeath.fandom.com/wiki/Regal_Plackart","Regal Plackart","Regal Plackart is a rare gear card found in the Kingdom Death: Monster Core Game.","armor, bone, metal","Cursed
At the Aftermath, King's Curse.","","","Cursed","4","","","",""
"Regal Plackart","https://kingdomdeath.fandom.com/wiki/Regal_Plackart","Regal Plackart","Regal Plackart is a rare gear card found in the Kingdom Death: Monster Core Game.","armor, bone, metal","Cursed
At the Aftermath, King's Curse.","","","Cursed","Cursed","","","",""
"","","","","","","King's Curse","","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Rare Gear","","","","","",""
"","","","","","","","Bone Gear","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Cursed Gear","","","","","",""
"","","","","","","","Body Armor","","","","","",""
"Steel Shield","https://kingdomdeath.fandom.com/wiki/Steel_Shield","Steel Shield","Steel Shield is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, shield, metal, heavy","Irreplaceable
-3 movement. Spend or 1 survival to ignore a hit.","","","Irreplaceable","Irreplaceable","1","6+","6",""
"","","","","","","Hunt event 29: Dark Blacksmith","","","","","","",""
"","","","","","","Hunt event 100: The Finale","","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Rare Gear","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Shields","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Heavy Gear","","","","","",""
"","","","","","","","Irreplaceable Gear","","","","","",""
"Steel Sword","https://kingdomdeath.fandom.com/wiki/Steel_Sword","Steel Sword","Steel Sword is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, sword, finesse, metal","Irreplaceable, Slow, Sharp
On a Perfect hit, the edge sharpens. Gain +1d10 strength for the rest of the attack.","","","Irreplaceable, Slow, Sharp","Irreplaceable","1","4+","5",""
"Steel Sword","https://kingdomdeath.fandom.com/wiki/Steel_Sword","Steel Sword","Steel Sword is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, sword, finesse, metal","Irreplaceable, Slow, Sharp
On a Perfect hit, the edge sharpens. Gain +1d10 strength for the rest of the attack.","","","Irreplaceable, Slow, Sharp","Slow","1","4+","5",""
"Steel Sword","https://kingdomdeath.fandom.com/wiki/Steel_Sword","Steel Sword","Steel Sword is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, sword, finesse, metal","Irreplaceable, Slow, Sharp
On a Perfect hit, the edge sharpens. Gain +1d10 strength for the rest of the attack.","","","Irreplaceable, Slow, Sharp","Sharp","1","4+","5",""
"","","","","","","Hunt event 29: Dark Blacksmith","","","","","","",""
"","","","","","","Hunt event 100: The Finale","","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Rare Gear","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Swords","","","","","",""
"","","","","","","","Gear with Finesse","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Irreplaceable Gear","","","","","",""
"","","","","","","","Gear with Slow","","","","","",""
"","","","","","","","Weapons with Sharp","","","","","",""
"","","","","","","","On a Perfect Hit","","","","","",""
"Thunder Maul","https://kingdomdeath.fandom.com/wiki/Thunder_Maul","Thunder Maul","Thunder Maul is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, club, two-handed, other","Irreplaceable, Unique, Cursed
On a Perfect hit, the monster is knocked down. Suffer a severe arm injury. All non-deaf survivors suffer 1 brain damage.","","","Irreplaceable, Unique, Cursed","Irreplaceable","2","6+","10",""
"Thunder Maul","https://kingdomdeath.fandom.com/wiki/Thunder_Maul","Thunder Maul","Thunder Maul is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, club, two-handed, other","Irreplaceable, Unique, Cursed
On a Perfect hit, the monster is knocked down. Suffer a severe arm injury. All non-deaf survivors suffer 1 brain damage.","","","Irreplaceable, Unique, Cursed","Unique","2","6+","10",""
"Thunder Maul","https://kingdomdeath.fandom.com/wiki/Thunder_Maul","Thunder Maul","Thunder Maul is a rare gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, club, two-handed, other","Irreplaceable, Unique, Cursed
On a Perfect hit, the monster is knocked down. Suffer a severe arm injury. All non-deaf survivors suffer 1 brain damage.","","","Irreplaceable, Unique, Cursed","Cursed","2","6+","10",""
"","","","","","","Hunt event 100: The Finale","","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Rare Gear","","","","","",""
"Twilight Sword","https://kingdomdeath.fandom.com/wiki/Twilight_Sword","Twilight Sword","Slow, Cursed, Cumbersome, Sentient, Irreplaceable
Gains Devastating 2 when fighting the Watcher.","weapon, melee, two-handed, finesse, other","","","","Slow, Cursed, Cumbersome,
Sentient, Irreplaceable, Devastating vs Watcher","Slow","1","-","9",""
"Twilight Sword","https://kingdomdeath.fandom.com/wiki/Twilight_Sword","Twilight Sword","Slow, Cursed, Cumbersome, Sentient, Irreplaceable
Gains Devastating 2 when fighting the Watcher.","weapon, melee, two-handed, finesse, other","","","","Slow, Cursed, Cumbersome,
Sentient, Irreplaceable, Devastating vs Watcher","Cursed","1","-","9",""
"Twilight Sword","https://kingdomdeath.fandom.com/wiki/Twilight_Sword","Twilight Sword","Slow, Cursed, Cumbersome, Sentient, Irreplaceable
Gains Devastating 2 when fighting the Watcher.","weapon, melee, two-handed, finesse, other","","","","Slow, Cursed, Cumbersome,
Sentient, Irreplaceable, Devastating vs Watcher","Cumbersome","1","-","9",""
"Twilight Sword","https://kingdomdeath.fandom.com/wiki/Twilight_Sword","Twilight Sword","Slow, Cursed, Cumbersome, Sentient, Irreplaceable
Gains Devastating 2 when fighting the Watcher.","weapon, melee, two-handed, finesse, other","","","","Slow, Cursed, Cumbersome,
Sentient, Irreplaceable, Devastating vs Watcher","Sentient","1","-","9",""
"Twilight Sword","https://kingdomdeath.fandom.com/wiki/Twilight_Sword","Twilight Sword","Slow, Cursed, Cumbersome, Sentient, Irreplaceable
Gains Devastating 2 when fighting the Watcher.","weapon, melee, two-handed, finesse, other","","","","Slow, Cursed, Cumbersome,
Sentient, Irreplaceable, Devastating vs Watcher","Irreplaceable","1","-","9",""
"Twilight Sword","https://kingdomdeath.fandom.com/wiki/Twilight_Sword","Twilight Sword","Slow, Cursed, Cumbersome, Sentient, Irreplaceable
Gains Devastating 2 when fighting the Watcher.","weapon, melee, two-handed, finesse, other","","","","Slow, Cursed, Cumbersome,
Sentient, Irreplaceable, Devastating vs Watcher","Devastating vs Watcher","1","-","9",""
"","","","","","","Accuracy = 9 - Twilight Sword Proficiency level.","","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Rare Gear","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Two-Handed Weapons","","","","","",""
"","","","","","","","Gear with Finesse","","","","","",""
"","","","","","","","Other Gear","","","","","",""
"","","","","","","","Gear with Slow","","","","","",""
"","","","","","","","Cursed Gear","","","","","",""
"","","","","","","","Cumbersome Gear","","","","","",""
"","","","","","","","Sentient Gear","","","","","",""
"","","","","","","","Irreplaceable Gear","","","","","",""
"","","","","","","","Devastating Gear","","","","","",""
"","","","","","","","","","","","","","Hooded Knight"
"","","","","","","","","","","","","","Hunt event"
"","","","","","","","","","","","","","Dream"
"","","","","","","","","","","","","","Nightmare"
"","","","","","","","","","","","","","Golden Ember"
"","","","","","","","","","","","","","Twilight Sword Mastery"
"Bandages","https://kingdomdeath.fandom.com/wiki/Bandages","Bandages","Bandages is a gear card found in the Kingdom Death: Monster Core Game.","item",": Remove up to 2 bleeding tokens from yourself or an adjacent survivor.","1x Hide","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Skinnery Gear","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Left Blue Affinities","","","","","",""
"","","","","","","","Gear with Green Affinities","","","","","",""
"","","","","","","","Gear with Down Green Affinities","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Rawhide Boots","https://kingdomdeath.fandom.com/wiki/Rawhide_Boots","Rawhide Boots","When you depart, gain +1 survival.","armor, set, rawhide","The Rawhide Boots may be crafted once the Skinnery settlement location has been built.","","","1","Armor Points","","","",""
"Rawhide Boots","https://kingdomdeath.fandom.com/wiki/Rawhide_Boots","Rawhide Boots","When you depart, gain +1 survival.","armor, set, rawhide","The Rawhide Boots may be crafted once the Skinnery settlement location has been built.","","","1","1","","","",""
"","","","","","","1x Hide","","","","","","",""
"","","","","","","","Leg Armor","","","","","",""
"","","","","","","","Rawhide Gear","","","","","",""
"","","","","","","","When you depart","","","","","",""
"","","","","","","","Skinnery Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Rawhide Armor"
"Rawhide Drum","https://kingdomdeath.fandom.com/wiki/Rawhide_Drum","Rawhide Drum","On Arrival, all survivors gain +1 insanity.","item, rawhide, instrument, noisy","Inspirational Drumming! When you perform encourage, all non-deaf survivors are affected.","1x Bone","","","","","","",""
"Rawhide Drum","https://kingdomdeath.fandom.com/wiki/Rawhide_Drum","Rawhide Drum","On Arrival, all survivors gain +1 insanity.","item, rawhide, instrument, noisy","Inspirational Drumming! When you perform encourage, all non-deaf survivors are affected.","1x Hide","","","","","","",""
"","","","","","","","Instruments","","","","","",""
"","","","","","","","Noisy Gear","","","","","",""
"","","","","","","","Rawhide Gear","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Gear with Green Affinities","","","","","",""
"","","","","","","","Gear with Left Green Affinities","","","","","",""
"","","","","","","","When you encourage","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Skinnery Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Rawhide Gloves","https://kingdomdeath.fandom.com/wiki/Rawhide_Gloves","Rawhide Gloves","When you depart, gain +1 survival.","armor, set, rawhide","The Rawhide Gloves may be crafted once the Skinnery settlement location has been built.","","","1","Armor Points","","","",""
"Rawhide Gloves","https://kingdomdeath.fandom.com/wiki/Rawhide_Gloves","Rawhide Gloves","When you depart, gain +1 survival.","armor, set, rawhide","The Rawhide Gloves may be crafted once the Skinnery settlement location has been built.","","","1","1","","","",""
"","","","","","","1x Hide","","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Left Red Affinities","","","","","",""
"","","","","","","","Rawhide Gear","","","","","",""
"","","","","","","","Arm Armor","","","","","",""
"","","","","","","","When you depart","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Armor","","","","","",""
"","","","","","","","Skinnery Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Rawhide Armor"
"Rawhide Headband","https://kingdomdeath.fandom.com/wiki/Rawhide_Headband","Rawhide Headband","Affinity Bonus: : Reveal the top 2 . Place them back on top of the deck in any order.","armor, set, rawhide","The Rawhide Headband may be crafted once the Skinnery settlement location has been built.","","","Affinity Bonus","Armor Points","","","",""
"Rawhide Headband","https://kingdomdeath.fandom.com/wiki/Rawhide_Headband","Rawhide Headband","Affinity Bonus: : Reveal the top 2 . Place them back on top of the deck in any order.","armor, set, rawhide","The Rawhide Headband may be crafted once the Skinnery settlement location has been built.","","","Affinity Bonus","1","","","",""
"Rawhide Headband","https://kingdomdeath.fandom.com/wiki/Rawhide_Headband","Rawhide Headband","Affinity Bonus: : Reveal the top 2 . Place them back on top of the deck in any order.","armor, set, rawhide","The Rawhide Headband may be crafted once the Skinnery settlement location has been built.","","","Affinity Bonus","Affinity Bonus","","","",""
"","","","","","","1x Hide","","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Down Blue Affinities","","","","","",""
"","","","","","","","Head Armor","","","","","",""
"","","","","","","","Rawhide Gear","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Skinnery Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Rawhide Armor"
"Rawhide Pants","https://kingdomdeath.fandom.com/wiki/Rawhide_Pants","Rawhide Pants","The Rawhide Pants may be crafted once the Skinnery settlement location has been built.","armor, set, rawhide","","","","1","Armor Points","","","",""
"Rawhide Pants","https://kingdomdeath.fandom.com/wiki/Rawhide_Pants","Rawhide Pants","The Rawhide Pants may be crafted once the Skinnery settlement location has been built.","armor, set, rawhide","","","","1","1","","","",""
"","","","","","","1x Hide","","","","","","",""
"","","","","","","","Waist Armor","","","","","",""
"","","","","","","","Rawhide Gear","","","","","",""
"","","","","","","","Skinnery Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Rawhide Armor"
"Rawhide Vest","https://kingdomdeath.fandom.com/wiki/Rawhide_Vest","Rawhide Vest","Affinity Bonus: +1 evasion","armor, rawhide, set","The Rawhide Vest may be crafted once the Skinnery settlement location has been built.","","","Affinity Bonus","Armor Points","","","",""
"Rawhide Vest","https://kingdomdeath.fandom.com/wiki/Rawhide_Vest","Rawhide Vest","Affinity Bonus: +1 evasion","armor, rawhide, set","The Rawhide Vest may be crafted once the Skinnery settlement location has been built.","","","Affinity Bonus","1","","","",""
"Rawhide Vest","https://kingdomdeath.fandom.com/wiki/Rawhide_Vest","Rawhide Vest","Affinity Bonus: +1 evasion","armor, rawhide, set","The Rawhide Vest may be crafted once the Skinnery settlement location has been built.","","","Affinity Bonus","Affinity Bonus","","","",""
"","","","","","","1x Hide","","","","","","",""
"","","","","","","","Body Armor","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Right Red Affinities","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Up Blue Affinities","","","","","",""
"","","","","","","","Rawhide Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Armor","","","","","",""
"","","","","","","","Gear with Evasion Bonus","","","","","",""
"","","","","","","","Skinnery Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Rawhide Armor"
"","","","","","","","","","","","","","Dancer Armor"
"Rawhide Whip","https://kingdomdeath.fandom.com/wiki/Rawhide_Whip","Rawhide Whip","Rawhide Whip is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, whip, rawhide","Provoke: When you wound with this weapon, gain the priority target token.","","","Provoke","Provoke","3","7+","1",""
"","","","","","","1x Bone","","","","","","",""
"","","","","","","1x Hide","","","","","","",""
"","","","","","","","Whips","","","","","",""
"","","","","","","","Weapons with Provoke","","","","","",""
"","","","","","","","Rawhide Gear","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Skinnery Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Cloth","https://kingdomdeath.fandom.com/wiki/Cloth","Cloth","","","","Cloth (Gear)","","","","B","Disambiguation page for Cloth
The following is a list of links to pages that might share the same title.
Please follow one of the disambiguation links below or search to find the page you were looking for if it is not listed. If an internal link led you here, you may wish to change the link to point directly to the intended article.","",""
"Cloth","https://kingdomdeath.fandom.com/wiki/Cloth","Cloth","","","","Cloth (Gear Keyword)","","","","B","Disambiguation page for Cloth
The following is a list of links to pages that might share the same title.
Please follow one of the disambiguation links below or search to find the page you were looking for if it is not listed. If an internal link led you here, you may wish to change the link to point directly to the intended article.","",""
"","","","","","","","Disambiguations","","","","","",""
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","Spend to sling the stone from anywhere on the board! Archive this card for 1 automatic hit that inflicts a critical wound.","First Story","","","","2","7+","1",""
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","Spend to sling the stone from anywhere on the board! Archive this card for 1 automatic hit that inflicts a critical wound.","Acid Storm","","","","2","7+","1",""
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","Spend to sling the stone from anywhere on the board! Archive this card for 1 automatic hit that inflicts a critical wound.","Cracks in the Ground","","","","2","7+","1",""
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","Spend to sling the stone from anywhere on the board! Archive this card for 1 automatic hit that inflicts a critical wound.","Dark Trader","","","","2","7+","1",""
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","Spend to sling the stone from anywhere on the board! Archive this card for 1 automatic hit that inflicts a critical wound.","Stranger in the Dark","","","","2","7+","1",""
"Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","Founding Stone","Founding Stone is a starting gear card found in the Kingdom Death: Monster Core Game. Starting Survivors begin the game with this gear in their gear grid.","weapon, melee, stone","Spend to sling the stone from anywhere on the board! Archive this card for 1 automatic hit that inflicts a critical wound.","Principle: Death","","","","2","7+","1",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Weapons","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Stone Gear","","","","","",""
"","","","","","","","Starting Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Beast Knuckle","https://kingdomdeath.fandom.com/wiki/Beast_Knuckle","Beast Knuckle","Paired
When you wound with this weapon, monster gains -1 toughness until the end of the attack1.","weapon, melee, katar, bone","The Beast Knuckle may be crafted once the Stone Circle settlement location has been built.","","","Paired","Paired","2","6+","4",""
"","","","","","","1x Large Flat Tooth","","","","","","",""
"","","","","","","1x Pelt","","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Katars","","","","","",""
"","","","","","","","Bone Gear","","","","","",""
"","","","","","","","Paired Weapons","","","","","",""
"","","","","","","","Uses for Large Flat Tooth","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Stone Circle Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","1"
"Blood Paint","https://kingdomdeath.fandom.com/wiki/Blood_Paint","Blood Paint","Blood Paint is a gear card found in the Kingdom Death: Monster Core Game.","item, soluble",": Activate weapon gear to the left and right of this card. There are two separate attacks. Cannot be used with two-handed weapons1,2.","1x Bladder","","","","","","",""
"Blood Paint","https://kingdomdeath.fandom.com/wiki/Blood_Paint","Blood Paint","Blood Paint is a gear card found in the Kingdom Death: Monster Core Game.","item, soluble",": Activate weapon gear to the left and right of this card. There are two separate attacks. Cannot be used with two-handed weapons1,2.","1x Organ","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Soluble Gear","","","","","",""
"","","","","","","","Uses for Bladder","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Stone Circle Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Blue Charm","https://kingdomdeath.fandom.com/wiki/Blue_Charm","Blue Charm","+1
Affinity Bonus: Unshakeable: When you draw a Trap, roll 1d10. On a 6+, discard the Trap and reshuffle the deck.","item, jewelry, fragile","The Blue Charm may be crafted once the Stone Circle settlement location has been built.","","","Affinity Bonus","Affinity Bonus","","","",""
"","","","","","","3x Organ","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Jewelry","","","","","",""
"","","","","","","","Fragile Gear","","","","","",""
"","","","","","","","Gear with Permanent Affinities","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Stone Circle Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Bone Earrings","https://kingdomdeath.fandom.com/wiki/Bone_Earrings","Bone Earrings","At the start of the showdown, gain +2 speed and +2 strength tokens if insane and all gear in your gear grid has the bone keyword.","item, jewelry, bone","The Bone Earrings may be crafted once the Stone Circle settlement location has been built.","1x Shank Bone","","","","","","",""
"Bone Earrings","https://kingdomdeath.fandom.com/wiki/Bone_Earrings","Bone Earrings","At the start of the showdown, gain +2 speed and +2 strength tokens if insane and all gear in your gear grid has the bone keyword.","item, jewelry, bone","The Bone Earrings may be crafted once the Stone Circle settlement location has been built.","1x Bone","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Jewelry","","","","","",""
"","","","","","","","Bone Gear","","","","","",""
"","","","","","","","On Arrival","","","","","",""
"","","","","","","","Uses for Shank Bone","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Stone Circle Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Boss Mehndi","https://kingdomdeath.fandom.com/wiki/Boss_Mehndi","Boss Mehndi","Boss Mehndi is a gear card found in the Kingdom Death: Monster Core Game.","item, soluble","Boss is brave. While adjacent to you, insane survivors gain +1 speed.","1x Golden Whiskers","","","","","","",""
"Boss Mehndi","https://kingdomdeath.fandom.com/wiki/Boss_Mehndi","Boss Mehndi","Boss Mehndi is a gear card found in the Kingdom Death: Monster Core Game.","item, soluble","Boss is brave. While adjacent to you, insane survivors gain +1 speed.","1x Bone","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Soluble Gear","","","","","",""
"","","","","","","","Uses for Golden Whiskers","","","","","",""
"","","","","","","","Stone Circle Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","symbol"
"","","","","","","","","","","","","","keyword"
"Green Charm","https://kingdomdeath.fandom.com/wiki/Green_Charm","Green Charm","+1
Affinity Bonus: Undeathable: If you would die, roll 1d10. On a 6+, you inexplicably survive.","item, jewelry, fragile","The Green Charm may be crafted once the Stone Circle settlement location has been built.","","","Affinity Bonus","Affinity Bonus","","","",""
"","","","","","","3x Organ","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Jewelry","","","","","",""
"","","","","","","","Fragile Gear","","","","","",""
"","","","","","","","Gear with Permanent Affinities","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Stone Circle Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Lance of Longinus","https://kingdomdeath.fandom.com/wiki/Lance_of_Longinus","Lance of Longinus","Lance of Longinus is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, spear, two-handed, bone","Irreplaceable, Reach 2
Each showdown, the first time you wound the monster gains a -1 toughness token.","","","Irreplaceable, Reach 2","Irreplaceable","2","6+","9",""
"Lance of Longinus","https://kingdomdeath.fandom.com/wiki/Lance_of_Longinus","Lance of Longinus","Lance of Longinus is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, spear, two-handed, bone","Irreplaceable, Reach 2
Each showdown, the first time you wound the monster gains a -1 toughness token.","","","Irreplaceable, Reach 2","Reach 2","2","6+","9",""
"","","","","","","1x Legendary Horns","","","","","","",""
"","","","","","","6x Organ","","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Spears","","","","","",""
"","","","","","","","Two-Handed Weapons","","","","","",""
"","","","","","","","Bone Gear","","","","","",""
"","","","","","","","Irreplaceable Gear","","","","","",""
"","","","","","","","Gear with Reach","","","","","",""
"","","","","","","","Uses for Legendary Horns","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Weapons","","","","","",""
"","","","","","","","Stone Circle Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Red Charm","https://kingdomdeath.fandom.com/wiki/Red_Charm","Red Charm","+1
Affinity Bonus: Unstoppable: When you attempt to wound, instead roll 1d10. On 1-5, fail. On 6-10, wound.","item, jewelry, fragile","The Red Charm may be crafted once the Stone Circle settlement location has been built.","","","Affinity Bonus","Affinity Bonus","","","",""
"","","","","","","3x Organ","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Jewelry","","","","","",""
"","","","","","","","Fragile Gear","","","","","",""
"","","","","","","","Gear with Permanent Affinities","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Stone Circle Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Screaming Bracers","https://kingdomdeath.fandom.com/wiki/Screaming_Bracers","Screaming Bracers","On Arrival, if possible, add an Acanthus Plant terrain card to the showdown. When you activate terrain, you may add +2 to your roll result.","armor, set, fur","The Screaming Bracers may be crafted once the Stone Circle settlement location has been built.","","","2","Armor Points","","","",""
